icao24;callsign;origin_country;time_position;last_contact;longitude;latitude;baro_altitude;on_ground;velocity;true_track;vertical_rate;sensors;geo_altitude;squawk;spi;position_source
a36dec;N32WA   ;United States;2025-05-22 22:22:03;2025-05-22 22:22:04;-149.5278;64.5939;1691.64;False;79.71;71.57;0.0;;1684.02;;False;0
a47aa0;N388SP  ;United States;2025-05-22 22:21:53;2025-05-22 22:21:53;-110.8001;32.0925;1752.6;False;98.67;101.43;-2.6;;1767.84;;False;0
a5a2cc;UAL600  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-95.4583;30.0925;1607.82;False;121.92;269.76;-7.48;;1684.02;2167;False;0
4b18f1;HBJLP   ;Switzerland;2025-05-22 22:22:02;2025-05-22 22:22:04;8.5608;47.4452;396.24;False;0.0;0.0;0.0;;480.06;2000;False;0
a30121;FDX762  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-82.6217;27.8303;1287.78;False;124.58;182.13;-2.93;;1348.74;2636;False;0
aac721;CON351  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-149.9836;62.6104;7315.2;False;178.0;359.67;-0.33;;7239.0;4650;False;0
a0648e;N124WM  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-90.8342;33.7059;1348.74;False;64.75;314.36;-1.3;;1394.46;2517;False;0
0c2160;CMP800  ;Panama;2025-05-22 22:19:04;2025-05-22 22:19:04;-73.9621;3.4603;10058.4;False;236.16;113.49;0.0;;10759.44;;False;0
a35ab3;N315PK  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-98.0779;43.855;693.42;False;60.28;332.56;-0.33;;716.28;;True;0
a05173;N12BA   ;United States;2025-05-22 22:22:04;2025-05-22 22:22:05;-98.9782;34.7492;12504.42;False;295.3;90.5;-0.33;;12976.86;6507;False;0
a2f41e;N29LC   ;United States;2025-05-22 22:22:03;2025-05-22 22:22:04;-86.0276;30.8729;3108.96;False;158.01;158.61;-9.75;;3223.26;2241;False;0
aac71d;CKS223  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;113.927;22.3203;;True;11.83;250.31;;;;;False;0
a43423;DAL519  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-96.338;37.3902;10363.2;False;194.49;290.11;0.0;;10675.62;2233;False;0
7c7ac4;YJA     ;Australia;2025-05-22 22:22:04;2025-05-22 22:22:05;144.9552;-37.6978;1798.32;False;75.26;331.86;1.63;;1874.52;4225;False;0
ac071f;N874VT  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-96.1641;41.8862;10668.0;False;269.59;82.87;-0.33;;10797.54;7027;False;0
ab8411;FDX721  ;United States;2025-05-22 22:21:58;2025-05-22 22:22:03;-82.5161;37.2763;11277.6;False;279.83;70.9;0.0;;11399.52;1026;False;0
a11ad4;SKW3299 ;United States;2025-05-22 22:22:03;2025-05-22 22:22:03;-114.9639;32.874;9029.7;False;208.94;268.45;-5.53;;9494.52;7740;False;0
7c7ab5;VOZ810  ;Australia;2025-05-22 22:22:04;2025-05-22 22:22:04;147.5323;-36.4377;10965.18;False;221.88;235.87;0.0;;11239.5;4012;False;0
a8ae2e;PDT5866 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-79.6227;43.681;;True;6.94;317.81;;;;4101;False;0
a9ce0f;N73047  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-150.981;61.1838;213.36;False;62.26;227.34;0.0;;228.6;0205;False;0
7c7ab0;;Australia;2025-05-22 22:21:50;2025-05-22 22:21:50;151.1802;-33.9348;;True;0.0;281.25;;;;;False;0
7c7aae;VOZ313  ;Australia;2025-05-22 22:22:04;2025-05-22 22:22:04;144.8125;-37.4081;5059.68;False;173.23;46.68;14.96;;5158.74;1510;False;0
7c7aab;VOZ163  ;Australia;2025-05-22 22:22:03;2025-05-22 22:22:03;151.1639;-33.94;;True;0.0;81.56;;;;;False;0
a35aa4;AAY301  ;United States;2025-05-22 22:22:03;2025-05-22 22:22:04;-122.6116;48.5705;2758.44;False;139.51;193.22;16.58;;2766.06;7054;False;0
7c7aa3;VOZ815  ;Australia;2025-05-22 22:22:01;2025-05-22 22:22:01;144.8471;-37.6727;;True;0.0;171.56;;;;;False;0
7c7aa6;VOZ551  ;Australia;2025-05-22 22:22:04;2025-05-22 22:22:04;148.5585;-33.8605;10576.56;False;223.98;258.74;5.2;;10888.98;4015;False;0
7c7aa7;VOZ401  ;Australia;2025-05-22 22:22:04;2025-05-22 22:22:04;150.2246;-34.376;5486.4;False;176.79;61.5;0.0;;5676.9;3713;False;0
a8ae3e;AAL2863 ;United States;2025-05-22 22:18:24;2025-05-22 22:18:24;-121.5762;38.8141;662.94;False;91.06;202.94;-4.55;;708.66;1577;False;0
a9bb06;NDU26   ;United States;2025-05-22 22:20:40;2025-05-22 22:20:40;-96.9186;47.5691;1348.74;False;37.13;100.38;-1.3;;1402.08;;False;0
7c7aa1;VOZ1879 ;Australia;2025-05-22 22:21:55;2025-05-22 22:22:00;115.9702;-31.9405;;True;0.0;182.81;;;;4323;False;0
a72b6a;DHR10   ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-115.0859;35.9507;1303.02;False;87.53;2.36;-2.6;;1272.54;4646;False;0
a5fde4;N48521  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-123.1723;45.3624;266.7;False;45.54;318.21;-0.65;;320.04;;False;0
a2f480;N29QA   ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-98.2471;31.2628;5646.42;False;179.87;3.44;-2.6;;5920.74;0505;False;0
abf8e0;SWA2037 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-116.8494;37.0705;9448.8;False;216.79;144.95;0.0;;9829.8;3625;False;0
ad38bf;DAL1124 ;United States;2025-05-22 22:21:34;2025-05-22 22:21:57;-82.2204;26.5668;2118.36;False;148.76;174.84;-6.5;;2415.54;3550;False;0
a5a435;N4626B  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-121.2499;37.1694;1653.54;False;65.74;39.92;0.98;;1676.4;;False;0
a79433;LXJ588  ;United States;2025-05-22 22:22:03;2025-05-22 22:22:03;-78.749;25.3842;13106.4;False;209.22;264.78;0.33;;13746.48;;False;0
a35afa;;United States;2025-05-22 22:19:15;2025-05-22 22:19:15;-123.5593;46.2533;1478.28;False;59.24;203.0;0.0;;;;False;0
a97db9;N710TC  ;United States;2025-05-22 22:20:00;2025-05-22 22:20:00;-95.6625;29.675;274.32;False;76.62;165.22;-3.25;;281.94;;False;0
a4cace;N408ES  ;United States;2025-05-22 22:17:27;2025-05-22 22:17:29;-87.8846;42.41;274.32;False;32.48;49.5;-1.95;;274.32;1200;False;0
a6d741;N54TE   ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-82.9897;36.2124;10645.14;False;202.24;152.91;0.0;;10789.92;3431;False;0
c0061a;HRT881  ;Canada;2025-05-22 22:22:04;2025-05-22 22:22:04;-77.883;44.742;8534.4;False;223.52;240.19;0.0;;8465.82;6521;False;0
7c7b6a;YNW     ;Australia;2025-05-22 22:22:04;2025-05-22 22:22:04;151.9725;-27.8645;2103.12;False;64.95;144.67;-0.33;;2194.56;;False;0
800bfa;AIC906  ;India;2025-05-22 22:22:04;2025-05-22 22:22:04;76.354;15.4983;10058.4;False;230.44;123.16;0.0;;10645.14;;False;0
a0d9a4;N154GC  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-114.5247;35.8929;1402.08;False;60.19;270.0;-1.63;;1394.46;;False;0
a72aa3;FTD561  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-81.3703;32.3579;4419.6;False;157.98;327.5;23.08;;4579.62;;False;0
ac3b0f;SWA3341 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-111.9084;33.7798;4290.06;False;210.03;48.97;6.18;;4495.8;0733;False;0
a31486;EDV5246 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-76.6809;39.7681;8214.36;False;228.5;220.25;4.88;;8206.74;1034;False;0
a6743d;PWA515  ;United States;2025-05-22 22:21:54;2025-05-22 22:21:54;-77.4532;38.9511;;True;7.46;90.0;;;;1730;False;0
a35ae4;AAL914  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-79.8881;25.4941;4023.36;False;176.55;305.03;-7.8;;4251.96;;False;0
a81770;N620NG  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-80.533;36.125;3383.28;False;125.21;79.11;-0.33;;3406.14;5167;False;0
a6745a;DAL132  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-71.5043;46.6867;11887.2;False;259.92;36.14;0.0;;11940.54;4122;False;0
ab1b3e;UAL2041 ;United States;2025-05-22 22:18:16;2025-05-22 22:18:16;-116.1745;43.5471;1028.7;False;80.56;294.93;-3.9;;1036.32;;False;0
a6c448;N535PC  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-123.6626;48.8759;1783.08;False;127.6;89.08;-3.9;;1805.94;;False;0
800bce;SEJ9054 ;India;2025-05-22 22:22:04;2025-05-22 22:22:04;75.8771;15.5406;10683.24;False;230.99;128.58;-0.33;;11376.66;;False;0
c0197e;JZA192  ;Canada;2025-05-22 22:22:04;2025-05-22 22:22:04;-113.3303;49.7164;11277.6;False;255.76;78.4;-0.33;;11292.84;7065;False;0
c0064c;JZA933  ;Canada;2025-05-22 22:22:04;2025-05-22 22:22:04;-78.6775;42.8625;7772.4;False;209.13;328.07;-8.45;;7734.3;7164;False;0
a81773;NKS2654 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-78.9158;35.9295;3436.62;False;164.19;29.05;13.98;;3467.1;0562;False;0
7c7b5b;YNH     ;Australia;2025-05-22 22:22:04;2025-05-22 22:22:04;151.7972;-27.6633;990.6;False;73.88;77.12;0.0;;1074.42;;False;0
a3278d;VJA302  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-73.3796;40.2725;8534.4;False;225.97;265.69;0.65;;8496.3;3062;False;0
a23af6;CXK602  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-93.6574;45.0392;1173.48;False;50.63;244.74;0.98;;1188.72;;False;0
aa7757;SWA1688 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-121.9018;37.4915;2011.68;False;123.06;272.4;-3.9;;2065.02;7640;False;0
ae58e8;RN243   ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-86.626;31.6297;3032.76;False;128.42;205.13;0.33;;3177.54;;False;0
ac18fe;AAL1520 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-96.1585;32.0465;7437.12;False;201.78;328.66;-5.2;;7810.5;1012;False;0
a6b10c;SKW5901 ;United States;2025-05-22 22:20:30;2025-05-22 22:20:30;-96.8165;46.9008;274.32;False;61.22;0.48;-3.25;;312.42;3260;False;0
a8042c;N61531  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-122.6767;45.8018;990.6;False;48.44;329.35;0.0;;1021.08;;False;0
ae58e1;BOMR836 ;United States;2025-05-22 22:21:28;2025-05-22 22:21:30;-97.0344;29.0696;906.78;False;98.08;262.46;-0.65;;937.26;;False;0
0100e0;MSR730  ;Egypt;2025-05-22 22:21:01;2025-05-22 22:21:02;29.9302;32.6467;11277.6;False;239.92;137.35;0.33;;11658.6;1633;False;0
a5a45c;N4627F  ;United States;2025-05-22 22:18:27;2025-05-22 22:18:43;-88.3519;42.2093;457.2;False;40.95;116.89;-2.6;;411.48;;False;0
c0196c;ROU1812 ;Canada;2025-05-22 22:22:04;2025-05-22 22:22:04;-82.2573;31.925;10363.2;False;215.82;196.62;0.0;;10751.82;6337;False;0
ad5b14;N96PB   ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-119.3228;34.2394;3581.4;False;104.82;301.35;17.56;;3741.42;;False;0
a97da2;N710SE  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-90.5505;35.7993;91.44;False;72.07;87.95;-1.63;;83.82;;False;0
7c7b63;YNP     ;Australia;2025-05-22 22:22:04;2025-05-22 22:22:04;138.3761;-34.4207;548.64;False;41.92;14.21;-2.6;;586.74;;False;0
a7e412;N6073S  ;United States;2025-05-22 22:16:44;2025-05-22 22:22:04;-96.7589;33.936;1036.32;False;66.05;184.47;-0.33;;1028.7;;False;0
7c7b64;YNQ     ;Australia;2025-05-22 22:17:29;2025-05-22 22:17:35;138.6417;-34.7907;-7.62;False;35.23;208.81;-0.33;;30.48;;False;0
aab2bf;JBU1234 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-78.4392;26.5317;6202.68;False;183.71;305.43;-4.55;;6560.82;;False;0
7c7b65;YNR     ;Australia;2025-05-22 22:22:04;2025-05-22 22:22:04;138.7267;-34.7336;739.14;False;65.41;70.71;-0.98;;754.38;;False;0
a9bb91;N726TT  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-84.5888;30.8331;9753.6;False;125.43;280.16;0.0;;10180.32;3277;False;0
a5540c;SWA641  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-118.135;33.6011;1828.8;False;117.41;67.59;0.0;;1882.14;;False;0
aa7734;SWA3822 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-79.8229;34.7383;6393.18;False;221.45;35.83;0.33;;6515.1;6261;False;0
ac3b51;SWA3526 ;United States;2025-05-22 22:22:03;2025-05-22 22:22:03;-87.1736;38.1304;11277.6;False;246.17;168.55;0.33;;11399.52;3521;False;0
71bf00;AAR271  ;Republic of Korea;2025-05-22 22:22:04;2025-05-22 22:22:04;-127.938;50.4564;9753.6;False;248.5;308.7;0.0;;9761.22;6654;False;0
a68747;N52HC   ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-122.4403;47.6923;571.5;False;72.62;149.8;0.0;;586.74;4143;False;0
a206a0;N23EW   ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-87.3426;30.7181;12192.0;False;197.4;279.0;0.0;;12694.92;2163;False;0
0100a3;MSR5529 ;Egypt;2025-05-22 22:22:04;2025-05-22 22:22:04;25.2787;36.9242;11887.2;False;259.58;137.33;0.0;;12230.1;0114;False;0
ac3b78;SWA3010 ;United States;2025-05-22 22:22:00;2025-05-22 22:22:03;-121.9256;37.3653;;True;0.0;47.81;;;;;False;0
a54118;N438CR  ;United States;2025-05-22 22:21:52;2025-05-22 22:21:52;-91.9941;38.2542;2590.8;False;106.54;295.45;-1.63;;2621.28;;False;0
a1f9a3;N2260   ;United States;2025-05-22 22:21:59;2025-05-22 22:21:59;-122.3297;48.3614;449.58;False;55.57;358.94;-0.65;;457.2;1200;False;0
adab36;DAL3075 ;United States;2025-05-22 22:22:03;2025-05-22 22:22:03;-84.4117;33.6358;;True;2.57;90.0;;;;;False;0
a4caa5;N408DA  ;United States;2025-05-22 22:21:45;2025-05-22 22:21:54;-93.5349;31.3554;5791.2;False;149.99;68.89;0.0;;6088.38;;False;0
a076b1;N129S   ;United States;2025-05-22 22:22:00;2025-05-22 22:22:00;-90.3916;33.5894;1051.56;False;57.93;19.72;-0.33;;1051.56;;False;0
a73dc7;LXJ566  ;United States;2025-05-22 22:21:39;2025-05-22 22:21:54;-112.7747;44.5726;13098.78;False;206.63;319.85;0.65;;13289.28;3165;False;0
a4caaa;CFR230  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-120.9992;39.1575;1371.6;False;100.39;160.54;3.58;;1424.94;;False;0
c0192e;ACA115  ;Canada;2025-05-22 22:22:04;2025-05-22 22:22:04;-118.6196;50.306;9753.6;False;205.14;251.88;0.0;;9723.12;0545;False;0
71bf20;KAL672  ;Republic of Korea;2025-05-22 22:21:34;2025-05-22 22:21:36;126.6204;37.0257;4991.1;False;175.59;292.21;-6.18;;5143.5;;False;0
a1d49f;N217MJ  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-122.2363;38.2532;594.36;False;79.6;153.1;-2.28;;594.36;;False;0
ae58fa;BOMR861 ;United States;2025-05-22 22:22:03;2025-05-22 22:22:04;-97.099;27.6151;1234.44;False;88.5;330.01;-0.65;;1280.16;;False;0
a67438;N515CD  ;United States;2025-05-22 22:22:05;2025-05-22 22:22:05;-87.1826;37.6265;5791.2;False;167.73;175.43;-0.65;;5836.92;1754;False;0
ad12e0;SWA4590 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:05;-84.2496;33.4038;9448.8;False;247.44;145.42;0.0;;9745.98;5605;False;0
a7f704;N612JR  ;United States;2025-05-22 22:21:02;2025-05-22 22:21:03;-80.1515;26.5929;571.5;False;64.86;111.89;0.65;;579.12;3541;True;0
c01945;ROU1910 ;Canada;2025-05-22 22:22:04;2025-05-22 22:22:04;-85.7374;43.9662;10050.78;False;253.5;114.33;0.0;;9997.44;;False;0
71bf19;JNA503  ;Republic of Korea;2025-05-22 22:22:04;2025-05-22 22:22:04;126.7366;35.454;8534.4;False;229.25;184.89;0.0;;8923.02;;False;0
a12f6f;UAL2142 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-95.4233;40.9129;10363.2;False;204.78;271.01;0.0;;10538.46;2132;False;0
a3bf1e;UPS2908 ;United States;2025-05-22 22:22:02;2025-05-22 22:22:02;-102.2496;36.8656;11590.02;False;204.94;259.73;0.0;;11986.26;3730;False;0
86d66d;APJ131  ;Japan;2025-05-22 22:22:03;2025-05-22 22:22:04;135.0995;34.4621;2423.16;False;122.71;176.15;12.03;;2514.6;;False;0
a196f3;ENY3404 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-97.026;32.9224;213.36;False;69.45;180.0;-3.9;;205.74;2143;False;0
a063ca;N124NR  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-93.3279;45.1445;746.76;False;52.51;87.75;-1.95;;769.62;;False;0
407152;HLE10   ;United Kingdom;2025-05-22 22:22:04;2025-05-22 22:22:04;-2.454;50.9085;327.66;False;59.06;37.57;0.0;;449.58;0020;False;0
a8f149;N67541  ;United States;2025-05-22 22:22:05;2025-05-22 22:22:05;-123.188;44.1048;274.32;False;41.18;177.85;-1.95;;350.52;;False;0
a36f43;N320KT  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-150.8052;62.7907;3177.54;False;55.8;325.14;2.93;;3147.06;;False;0
4b191c;SWR138  ;Switzerland;2025-05-22 22:22:04;2025-05-22 22:22:04;24.4638;45.1766;10058.4;False;265.09;113.93;0.0;;10256.52;7756;False;0
a66193;N510BL  ;United States;2025-05-22 22:22:03;2025-05-22 22:22:03;-81.9164;28.2595;304.8;False;54.99;259.22;0.98;;281.94;;False;0
4b191e;SWR38K  ;Switzerland;2025-05-22 22:22:04;2025-05-22 22:22:04;-122.514;38.8151;9182.1;False;229.87;198.8;-3.25;;9471.66;;False;0
4b191f;;Switzerland;;2025-05-22 22:22:03;;;1752.6;False;118.35;84.51;4.55;;1866.9;;False;0
a61f05;ASA474  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:05;-96.6302;31.9797;10363.2;False;214.76;274.81;0.0;;10850.88;3351;False;0
a699a1;AAL2411 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-82.721;36.8455;9144.0;False;188.39;288.14;0.0;;9220.2;7337;False;0
4b191b;SWR40   ;Switzerland;2025-05-22 22:22:04;2025-05-22 22:22:04;-114.241;36.1656;11582.4;False;224.71;204.34;0.0;;12047.22;;False;0
acf591;LFA687  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-82.1886;29.0543;1402.08;False;63.92;266.31;0.65;;1447.8;;False;0
a183d3;SKW3339 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-118.0784;47.4552;3238.5;False;152.22;49.8;-4.88;;3261.36;;False;0
a7f79b;EJA612  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-86.0807;43.8636;12733.02;False;186.11;292.6;2.6;;12771.12;7050;False;0
abc292;AAL2043 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-73.9143;40.7325;320.04;False;67.95;32.01;-3.9;;259.08;7223;False;0
ab1d06;RPA5771 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-86.9553;42.9683;8763.0;False;240.7;99.1;6.18;;8732.52;5674;False;0
a7816a;DAL740  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-78.3975;42.8561;9745.98;False;227.36;291.92;-0.33;;9715.5;7136;False;0
a4cc00;SKW3467 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-122.0168;42.9566;10668.0;False;207.63;174.88;0.33;;10820.4;;False;0
a4df31;N4129R  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-81.7513;28.8202;647.7;False;55.68;141.75;-1.63;;647.7;;False;0
a339d6;N307FF  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-86.8624;36.8338;7010.4;False;229.35;6.44;0.0;;7132.32;4523;False;0
4caa5a;RYR50TL ;Ireland;2025-05-22 22:22:04;2025-05-22 22:22:04;-1.5663;52.3976;2560.32;False;127.29;339.66;-2.93;;2651.76;5553;False;0
407131;VIR117F ;United Kingdom;2025-05-22 22:22:04;2025-05-22 22:22:04;-73.7297;39.5478;12184.38;False;236.7;222.36;0.0;;12291.06;2426;False;0
a196c8;SWA1947 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-77.8494;42.4831;6370.32;False;206.7;185.43;13.0;;6309.36;4111;False;0
a96ae3;ASA325  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-114.874;46.4216;10972.8;False;216.57;252.73;0.0;;11026.14;;False;0
4caa61;RYR51VN ;Ireland;2025-05-22 22:19:05;2025-05-22 22:19:10;-9.1364;38.7648;;True;0.0;168.75;;;;3503;False;0
ac929c;SWA3222 ;United States;2025-05-22 22:19:15;2025-05-22 22:19:15;-115.1544;36.081;;True;5.92;22.5;;;;3432;False;0
7c47e0;OHE     ;Australia;2025-05-22 22:21:48;2025-05-22 22:21:48;116.1066;-28.0791;12504.42;False;232.27;2.67;0.0;;12809.22;4201;False;0
a23c02;JSX410  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-115.1445;36.1203;845.82;False;73.44;204.41;-4.88;;792.48;5603;False;0
a0d9dd;N154JK  ;United States;2025-05-22 22:21:58;2025-05-22 22:21:58;-83.8836;34.0452;883.92;False;94.25;77.71;0.33;;868.68;5241;False;0
a076f1;UPS2870 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-103.3699;35.4824;10363.2;False;213.27;257.04;-0.98;;10820.4;;False;0
ace28c;N9294Q  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-103.2095;43.9205;1310.64;False;48.97;350.93;2.28;;1318.26;;False;0
a1e6b9;SWA2112 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-97.1279;29.421;8763.0;False;250.18;114.93;-15.93;;9227.82;1552;False;0
4caa6d;ITY651  ;Ireland;2025-05-22 22:22:04;2025-05-22 22:22:04;-72.5479;46.7308;11887.2;False;250.61;48.0;0.0;;11948.16;3346;False;0
a60c09;SWA3412 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-95.6825;35.5416;11590.02;False;191.9;301.52;0.0;;12001.5;0745;False;0
451dbd;BCS406  ;Bulgaria;2025-05-22 22:22:03;2025-05-22 22:22:03;7.1214;50.8762;;True;5.92;298.12;;;;7520;False;0
a12f70;UAL2029 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-113.2952;34.5422;10363.2;False;218.63;249.48;0.0;;10835.64;;False;0
a12f72;UAL2211 ;United States;2025-05-22 22:22:05;2025-05-22 22:22:05;-84.7753;36.3984;10972.8;False;212.89;351.24;0.0;;11148.06;3540;False;0
ac07b8;SWA2359 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-95.2476;39.8415;10972.8;False;208.24;244.38;0.0;;11186.16;5625;False;0
adabfe;JBU100  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-80.8078;26.0759;1524.0;False;134.8;89.13;0.0;;1592.58;4105;False;0
ab1d28;AAL1827 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-80.3287;35.9436;6240.78;False;167.65;213.74;-6.18;;6309.36;5121;False;0
7c34a3;KOL     ;Australia;2025-05-22 22:22:03;2025-05-22 22:22:03;153.2651;-27.8116;365.76;False;67.95;327.99;0.98;;426.72;;False;0
a5eaf8;N4800G  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-122.7513;47.3402;891.54;False;39.37;241.09;-2.28;;899.16;;False;0
a7945d;TKK58   ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-83.0389;41.9286;8260.08;False;241.94;283.65;-7.8;;8237.22;4136;False;0
40717c;EXS63TG ;United Kingdom;2025-05-22 22:22:04;2025-05-22 22:22:04;4.7319;50.4783;10972.8;False;204.0;301.81;0.0;;10972.8;3544;False;0
ab97ca;SCX514  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-96.3527;32.3012;6941.82;False;195.36;315.75;-10.08;;7284.72;6134;False;0
40717d;EXS944  ;United Kingdom;2025-05-22 22:22:04;2025-05-22 22:22:04;26.5048;37.7063;10972.8;False;216.67;319.24;0.0;;11292.84;5642;False;0
40717b;EXS41N  ;United Kingdom;2025-05-22 22:22:04;2025-05-22 22:22:04;14.3194;46.39;10972.8;False;226.66;301.16;0.33;;11049.0;3254;False;0
a73dfe;JBU1168 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-73.9567;40.3282;1310.64;False;136.85;8.65;-3.9;;1249.68;2455;False;0
86d624;TZP52   ;Japan;2025-05-22 22:18:07;2025-05-22 22:18:07;140.3819;35.7644;;True;0.06;95.62;;;;6032;False;0
7100c2;SVA9714 ;Saudi Arabia;2025-05-22 22:22:04;2025-05-22 22:22:04;73.1971;19.237;1889.76;False;96.78;92.13;-5.53;;1905.0;;False;0
a0b3fa;N1440X  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-118.7744;35.4081;2682.24;False;75.5;342.55;-0.65;;2743.2;;False;0
a313bf;ENY4289 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-111.4163;33.8663;4427.22;False;154.95;217.17;-7.8;;4648.2;;False;0
407180;EXS6L   ;United Kingdom;2025-05-22 22:22:04;2025-05-22 22:22:04;-8.428;35.6071;12192.0;False;227.34;14.41;0.33;;12626.34;6405;False;0
a36f80;NDU20   ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-97.4877;47.63;1638.3;False;58.58;223.93;0.0;;1676.4;;False;0
407181;EXS786  ;United Kingdom;2025-05-22 22:22:04;2025-05-22 22:22:04;-10.8206;41.8323;10972.8;False;185.72;0.48;0.0;;11391.9;6226;False;0
a7f765;JIA5510 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-86.4468;36.0907;8534.4;False;185.17;283.5;0.0;;8724.9;2051;False;0
ab84ab;DAL30   ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-81.0222;38.8231;9448.8;False;241.56;40.51;0.0;;9456.42;3547;True;0
7c6a58;AM315   ;Australia;2025-05-22 22:22:04;2025-05-22 22:22:04;144.3226;-37.3806;5455.92;False;113.02;329.35;7.15;;5593.08;4251;False;0
4b194e;SWR755L ;Switzerland;2025-05-22 22:22:04;2025-05-22 22:22:05;-9.4457;38.6328;2446.02;False;139.27;245.33;-1.3;;2621.28;3701;False;0
407179;EXS9MT  ;United Kingdom;2025-05-22 22:22:04;2025-05-22 22:22:04;11.5305;47.6704;11582.4;False;224.61;307.37;0.0;;11620.5;1103;False;0
4caa9b;ITY615  ;Ireland;2025-05-22 22:21:46;2025-05-22 22:21:46;-62.1831;43.8016;11277.6;False;250.81;73.31;0.0;;11452.86;;False;0
